Title,URL,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 2 First Name,Author 2 Last Name,Author 1 Affiliation,Author 3 First Name,Author 3 Last Name,Author 4 First Name,Author 4 Last Name,Author 5 First Name,Author 5 Last Name,Author 6 First Name,Author 6 Last Name,Author 7 First Name,Author 7 Last Name,Author 8 First Name,Author 8 Last Name,Author 9 First Name,Author 9 Last Name,Author 10 First Name,Author 10 Last Name,Author 11 First Name,Author 11 Last Name,Author 12 First Name,Author 12 Last Name,Author 13 First Name,Author 13 Last Name,Author 14 First Name,Author 14 Last Name,Author 15 First Name,Author 15 Last Name,Author 16 First Name,Author 16 Last Name,Author 17 First Name,Author 17 Last Name,Author 18 First Name,Author 18 Last Name,Author 19 First Name,Author 19 Last Name,Author 20 First Name,Author 20 Last Name,Author 21 First Name,Author 21 Last Name,Author 22 First Name,Author 22 Last Name,Author 23 First Name,Author 23 Last Name,Author 24 First Name,Author 24 Last Name,Author 25 First Name,Author 25 Last Name,Author 26 First Name,Author 26 Last Name,Author 27 First Name,Author 27 Last Name,Collective Author 1,Author 2 Affiliation,Author 3 Affiliation,Author 4 Affiliation,Author 5 Affiliation,Author 6 Affiliation,Author 7 Affiliation,Author 8 Affiliation,Author 9 Affiliation,Author 10 Affiliation,Author 11 Affiliation,Author 12 Affiliation,Author 13 Affiliation,Author 14 Affiliation,Author 15 Affiliation,Author 16 Affiliation,Author 17 Affiliation,Author 18 Affiliation,Author 19 Affiliation,Author 20 Affiliation,Author 21 Affiliation,Author 22 Affiliation,Author 23 Affiliation,Collective Author 2,Author 28 First Name,Author 28 Last Name,Author 29 First Name,Author 29 Last Name,Author 30 First Name,Author 30 Last Name,Author 31 First Name,Author 31 Last Name,Author 32 First Name,Author 32 Last Name,Author 33 First Name,Author 33 Last Name
current treatment trends and the need for better predictive tools in the management of ductal carcinoma in situ of the breast,https://pubmed.ncbi.nlm.nih.gov/28402908/,31,03,2017,Cancer treatment reviews,55,,1532-1967,Carlos,Martínez-Pérez,Arran K,Turnbull,"Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom. Electronic address: carlos.martinez-perez@igmm.ed.ac.uk.",Gregory E,Ekatah,Laura M,Arthur,Andrew H,Sims,Jeremy S,Thomas,J Michael,Dixon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom.","Edinburgh Breast Unit, Western General Hospital, University of Edinburgh, United Kingdom.","Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom.","Breast Cancer Now Edinburgh Research Team, Western General Hospital, University of Edinburgh, United Kingdom.","Department of Pathology, Western General Hospital, Edinburgh, United Kingdom.","Edinburgh Breast Unit, Western General Hospital, University of Edinburgh, United Kingdom.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
optimization of radiotherapy fractionation schedules based on radiobiological functions,https://pubmed.ncbi.nlm.nih.gov/28830219/,22,08,2017,The British journal of radiology,90,1079,1748-880X,Fernando,Pizarro,Araceli,Hernández,"1 Department of Medical Physics, University Hospital of Burgos, Burgos, Spain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 Department of Medical Physics, Clinical Hospital of Zaragoza, Zaragoza, Spain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of adjuvant intravaginal brachytherapy in high-intermediate risk endometrial carcinoma,https://pubmed.ncbi.nlm.nih.gov/29275078/,21,12,2017,Brachytherapy,17,2,1873-1449,John M,Stahl,Shari,Damast,"Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.",Trevor J,Bledsoe,Yi,An,Vivek,Verma,James B,Yu,Melissa R,Young,Nataniel H,Lester-Coll,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Radiation Oncology, University of Nebraska Medical Center, Omaha, NE.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Therapeutic Radiology, Yale University School of Medicine, New Haven, CT.","Department of Radiation Oncology, University of Vermont Medical Center, Burlington, VT. Electronic address: Nataniel.lester-coll@uvm.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
refining patient selection for reirradiation of head and neck squamous carcinoma in the imrt era: a multi-institution cohort study by the miri collaborative,https://pubmed.ncbi.nlm.nih.gov/28865925/,17,06,2017,"International journal of radiation oncology, biology, physics",100,3,1879-355X,Matthew C,Ward,Nadeem,Riaz,"Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio. Electronic address: mward@sero.net.",Jimmy J,Caudell,Neal E,Dunlap,Derek,Isrow,Sara J,Zakem,Joshua,Dault,Musaddiq J,Awan,John A,Vargo,Dwight E,Heron,Kristin A,Higgins,Jonathan J,Beitler,Samuel,Marcrom,Drexell H,Boggs,Comron,Hassanzadeh,Chandana A,Reddy,James A,Bonner,Min,Yao,Mitchell,Machtay,Farzan,Siddiqui,Andy M,Trotti,Nancy Y,Lee,Shlomo A,Koyfman,,,,,,,,,Multi-Institution Reirradiation (MIRI) Collaborative,"Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York.","Department of Radiation Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida.","Department of Radiation Oncology, University of Louisville, Louisville, Kentucky.","Department of Radiation Oncology, Henry Ford Health System, Detroit, Michigan.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Internal Medicine, Virginia Commonwealth University, Richmond, Virginia.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Radiation Oncology, University of Pittsburgh Medical Center Hillman Cancer Center, Pittsburgh, Pennsylvania.","Department of Radiation Oncology, University of Pittsburgh Medical Center Hillman Cancer Center, Pittsburgh, Pennsylvania.","Department of Radiation Oncology, Winship Cancer Institute of Emory University, Atlanta, Georgia.","Department of Radiation Oncology, Winship Cancer Institute of Emory University, Atlanta, Georgia.","Department of Radiation Oncology, University of Alabama, Birmingham, Alabama.","Department of Radiation Oncology, University of Alabama, Birmingham, Alabama.","School of Medicine, University of Missouri, Kansas City, Missouri.","Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio.","Department of Radiation Oncology, University of Alabama, Birmingham, Alabama.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Radiation Oncology, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center, Cleveland, Ohio.","Department of Radiation Oncology, Henry Ford Health System, Detroit, Michigan.","Department of Radiation Oncology, H. Lee Moffitt Cancer Center and Research Institute, Tampa, Florida.","Department of Radiation Oncology, Memorial Sloan Kettering Cancer Center, New York, New York.","Department of Radiation Oncology, Taussig Cancer Institute, Cleveland Clinic, Cleveland, Ohio.",,,,,,,,,,,,,
increasing fractional doses increases the probability of benign psa bounce in patients undergoing definitive hdr brachytherapy for prostate cancer,https://pubmed.ncbi.nlm.nih.gov/28586946/,16,01,2017,"International journal of radiation oncology, biology, physics",98,1,1879-355X,Carlin R,Hauck,Hong,Ye,"Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.",Peter Y,Chen,Gary S,Gustafson,Amy,Limbacher,Daniel J,Krauss,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan.","Department of Radiation Oncology, Beaumont Health System, Royal Oak, Michigan. Electronic address: Daniel.krauss@beaumont.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
normal tissue complication probability (ntcp) modelling of severe acute mucositis using a novel oral mucosal surface organ at risk,https://pubmed.ncbi.nlm.nih.gov/28057404/,03,01,2017,Clinical oncology (Royal College of Radiologists (Great Britain)),29,4,1433-2981,J A,Dean,L C,Welsh,"Joint Department of Physics at The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, UK. Electronic address: jamie.dean@icr.ac.uk.",K H,Wong,A,Aleksic,E,Dunne,M R,Islam,A,Patel,P,Patel,I,Petkar,I,Phillips,J,Sham,U,Schick,K L,Newbold,S A,Bhide,K J,Harrington,C M,Nutting,S L,Gulliford,,,,,,,,,,,,,,,,,,,,,,"Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK; Division of Radiotherapy and Imaging, The Institute of Cancer Research, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK; Division of Radiotherapy and Imaging, The Institute of Cancer Research, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK; Division of Radiotherapy and Imaging, The Institute of Cancer Research, London, UK.","Head and Neck Unit, The Royal Marsden NHS Foundation Trust, London, UK; Division of Radiotherapy and Imaging, The Institute of Cancer Research, London, UK.","Joint Department of Physics at The Institute of Cancer Research and The Royal Marsden NHS Foundation Trust, London, UK.",,,,,,,,,,,,,,,,,,,
treatment-associated toxicities reported by patients with early-stage invasive breast cancer,https://pubmed.ncbi.nlm.nih.gov/28117882/,24,01,2017,Cancer,123,11,1097-0142,Christopher R,Friese,Jordan M,Harrison,"Department of Systems, Populations, and Leadership, School of Nursing, and Institute for Healthcare Policy and Innovation, University of Michigan.",Nancy K,Janz,Reshma,Jagsi,Monica,Morrow,Yun,Li,Ann S,Hamilton,Kevin C,Ward,Allison W,Kurian,Steven J,Katz,Timothy P,Hofer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Systems, Populations, and Leadership, School of Nursing, and Institute for Healthcare Policy and Innovation, University of Michigan.","Department of Health Behavior and Health Education, School of Public Health, University of Michigan.","Department of Radiation Oncology, University of Michigan School of Medicine.",Memorial Sloan-Kettering Cancer Center.,"Department of Biostatistics, University of Michigan School of Public Health.",University of Southern California Keck School of Medicine.,"Rollins School of Public Health, Emory University.","Departments of Medicine and Health Research and Policy, Stanford University Medical Center.","Departments of Internal Medicine and Health Management and Policy, Schools of Medicine and Public Health, University of Michigan.","Veterans Affairs Center for Clinical Management Research, Health Services Research and Development Service Center of Innovation and Department of Internal Medicine, University of Michigan.",,,,,,,,,,,,,,,,,,,,,,,,,
a bayesian network and heuristic approach for systematic characterization of radiotherapy receipt after breast-conservation surgery,https://pubmed.ncbi.nlm.nih.gov/28659177/,28,06,2017,BMC medical informatics and decision making,17,1,1472-6947,Milton,Soto-Ferrari,Diana,Prieto,"Health Systems Decision Support Laboratory (HSDS), Industrial and Entrepreneurial Engineering & Engineering Management Department, Western Michigan University, 4601 Campus Drive, Kalamazoo, 49008, MI, USA.",Gitonga,Munene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Health Systems Decision Support Laboratory (HSDS), Industrial and Entrepreneurial Engineering & Engineering Management Department, Western Michigan University, 4601 Campus Drive, Kalamazoo, 49008, MI, USA. diana.prieto@wmich.edu.","Western Michigan University School of Medicine, 1000 Oakland Drive, Kalamazoo, 49008, MI, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cost-effectiveness of radiation and chemotherapy for high-risk low-grade glioma,https://pubmed.ncbi.nlm.nih.gov/28666368/,29,11,2017,Neuro-oncology,19,12,1523-5866,Yushen,Qian,Satoshi,Maruyama,"Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.",Haju,Kim,Erqi L,Pollom,Kiran A,Kumar,Alexander L,Chin,Jeremy P,Harris,Daniel T,Chang,Allison,Pitt,Eran,Bendavid,Douglas K,Owens,Ben Y,Durkee,Scott G,Soltys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.","Department of Radiation Oncology, Stanford University School of Medicine, Stanford, California; Department of Health Research and Policy, Stanford University, Stanford, California; Division of Management Science and Engineering, Department of Engineering, Stanford University, Stanford, California; VA Palo Alto Health Care System, and Center for Primary Care and Outcomes Research/Center for Health Policy, Department of Medicine, Stanford University, Stanford, California; Swedish American Hospital, a division of the University of Wisconsin, Rockford, Illinois.",,,,,,,,,,,,,,,,,,,,,,,
longitudinal regret after treatment for low- and intermediate-risk prostate cancer,https://pubmed.ncbi.nlm.nih.gov/28678408/,05,07,2017,Cancer,123,21,1097-0142,Lauren M,Hurwitz,Jennifer,Cullen,"Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.",Daniel J,Kim,Sally,Elsamanoudi,Jane,Hudak,Maryellen,Colston,Judith,Travis,Huai-Ching,Kuo,Kevin R,Rice,Christopher R,Porter,Inger L,Rosner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Department of Urology, Walter Reed National Military Medical Center, Bethesda, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.","Center for Prostate Disease Research, Department of Defense, Rockville, Maryland.",,,,,,,,,,,,,,,,,,,,,,,,,
